client_id,contact_number,current_product,monthly_fee,avg_balance,monthly_transactions,digital_logins,support_tickets,account_age_months,international_transfers
CLT-01622,+33 670 483128,Savings Plus,7.36,38781.71,19,11,0,39,0
CLT-01623,+33 666 201878,Premium Account,22.61,48575.45,86,57,0,34,0
CLT-01624,+33 652 557762,Savings Plus,5.58,31498.57,66,17,0,18,2
CLT-01625,+33 658 705331,Savings Plus,7.89,38654.24,53,37,0,10,5
CLT-01626,+33 664 154660,Savings Plus,9.74,16195.94,18,54,0,107,2
CLT-01627,+33 664 702436,Premium Account,16.02,72511.21,48,57,0,2,2
CLT-01628,+33 634 515365,Savings Plus,7.07,49599.21,17,9,0,28,0
CLT-01629,+33 629 701055,Premium Account,16.96,30085.76,43,34,2,1,2
CLT-01630,+33 615 719683,Savings Plus,5.45,6567.98,16,41,0,9,2
CLT-01631,+33 634 949506,Checking,1.64,6649.43,19,36,0,6,1
CLT-01632,+33 680 282813,Savings Plus,9.69,32482.28,56,16,3,54,1
CLT-01633,+33 637 799103,Checking,1.15,1050.86,31,45,1,32,2
CLT-01634,+33 630 748363,Savings Plus,9.45,44677.68,56,18,0,8,0
CLT-01635,+33 648 802023,Savings Plus,4.01,5176.57,61,48,1,17,1
CLT-01636,+33 639 647152,Savings Plus,3.24,43464.4,32,17,0,18,2
CLT-01637,+33 679 474647,Private Banking,44.27,461725.42,58,43,2,18,0
CLT-01638,+33 631 251939,Checking,1.75,1411.9,35,14,1,1,2
CLT-01639,+33 682 298244,Premium Account,21.61,60951.77,26,20,0,106,0
CLT-01640,+33 611 808905,Checking,1.07,1746.02,16,53,1,186,1
CLT-01641,+33 677 780424,Checking,3.79,14061.95,22,10,1,44,0
CLT-01642,+33 695 643946,Checking,2.99,6502.76,27,21,0,73,2
CLT-01643,+33 618 400015,Premium Account,21.26,21772.24,80,17,3,12,2
CLT-01644,+33 656 724577,Private Banking,44.19,266695.06,52,51,3,29,4
CLT-01645,+33 681 905377,Checking,3.31,8541.66,31,9,1,5,6
CLT-01646,+33 620 547474,Premium Account,21.5,55550.78,28,34,1,15,0
CLT-01647,+33 651 685996,Checking,4.95,4442.16,21,33,0,3,1
CLT-01648,+33 654 102548,Checking,4.71,7360.73,38,42,2,5,0
CLT-01649,+33 620 317080,Checking,0.0,8922.12,25,32,1,7,3
CLT-01650,+33 612 741499,Checking,3.49,5315.66,29,53,2,19,0
CLT-01651,+33 693 663849,Premium Account,22.4,91694.49,25,36,2,7,3
CLT-01652,+33 640 278528,Premium Account,16.38,102538.5,26,41,0,7,3
CLT-01653,+33 665 819431,Checking,0.0,7472.72,26,47,2,22,2
CLT-01654,+33 643 746661,Savings Plus,9.15,32701.19,38,11,1,28,9
CLT-01655,+33 681 788197,Savings Plus,9.14,38046.32,22,43,3,15,4
CLT-01656,+33 620 272192,Savings Plus,5.19,46797.96,33,59,1,19,0
CLT-01657,+33 693 241499,Premium Account,21.32,116778.81,83,43,0,100,5
CLT-01658,+33 655 144755,Savings Plus,6.35,34411.61,20,26,0,11,14
CLT-01659,+33 691 959185,Premium Account,22.94,85415.36,83,48,1,1,1
CLT-01660,+33 653 179980,Checking,4.52,10324.88,34,57,3,4,6
CLT-01661,+33 618 545341,Checking,0.0,11743.57,43,7,0,18,1
CLT-01662,+33 688 611221,Checking,0.0,14255.55,42,14,0,6,6
CLT-01663,+33 643 391043,Savings Plus,3.41,33925.77,67,16,2,15,2
CLT-01664,+33 640 876497,Checking,2.35,1764.81,34,50,3,60,2
CLT-01665,+33 670 667335,Savings Plus,5.2,8507.4,67,54,0,25,1
CLT-01666,+33 676 310253,Checking,2.91,9853.39,20,16,1,7,0
CLT-01667,+33 611 285581,Premium Account,17.58,37782.45,61,53,0,31,7
CLT-01668,+33 665 977601,Checking,2.36,11417.76,32,24,0,9,0
CLT-01669,+33 681 914384,Checking,2.91,4815.43,37,34,1,14,4
CLT-01670,+33 631 737476,Premium Account,17.46,117981.82,27,9,1,9,1
CLT-01671,+33 633 409446,Savings Plus,9.77,25706.04,26,37,0,25,1
CLT-01672,+33 691 429091,Private Banking,47.63,399506.55,46,17,3,2,1
CLT-01673,+33 617 484138,Premium Account,18.47,72914.72,71,44,1,14,1
CLT-01674,+33 676 262913,Checking,4.97,78318.46,123,45,0,14,11
CLT-01675,+33 694 229625,Private Banking,46.48,499714.36,57,50,3,4,1
CLT-01676,+33 612 168507,Checking,1.63,3882.06,22,57,1,2,0
CLT-01677,+33 653 643766,Premium Account,22.3,66462.6,46,44,2,44,5
CLT-01678,+33 656 790295,Premium Account,21.18,116055.2,83,28,1,4,0
CLT-01679,+33 655 398456,Savings Plus,8.81,47670.27,24,6,0,1,1
CLT-01680,+33 684 413263,Savings Plus,3.52,35095.08,41,10,1,12,12
CLT-01681,+33 615 717715,Premium Account,18.19,95641.93,59,40,0,3,1
CLT-01682,+33 610 454077,Private Banking,45.14,112973.9,76,9,1,10,1
CLT-01683,+33 645 212874,Checking,0.0,9362.81,20,52,1,66,0
CLT-01684,+33 613 283712,Savings Plus,5.88,46686.01,16,59,2,26,0
CLT-01685,+33 692 881158,Private Banking,48.55,2692.36,11,21,3,41,3
CLT-01686,+33 692 739506,Checking,0.86,5400.25,17,52,2,2,1
CLT-01687,+33 629 909824,Savings Plus,8.03,13969.38,69,10,0,12,0
CLT-01688,+33 662 509756,Checking,1.4,2193.31,25,50,1,96,6
CLT-01689,+33 632 671459,Private Banking,43.99,198300.46,57,9,0,14,1
CLT-01690,+33 633 161213,Checking,0.85,11983.06,13,55,3,46,4
CLT-01691,+33 676 885935,Checking,1.28,13880.26,39,6,0,5,0
CLT-01692,+33 694 990141,Premium Account,16.38,37536.21,42,47,1,21,0
CLT-01693,+33 652 655860,Checking,1.9,4806.15,19,45,0,36,0
CLT-01694,+33 692 552289,Private Banking,48.16,354107.95,20,16,1,8,2
CLT-01695,+33 610 385185,Premium Account,17.67,83929.73,62,33,1,113,1
CLT-01696,+33 694 224169,Savings Plus,9.37,45250.87,28,51,1,34,0
CLT-01697,+33 626 712935,Premium Account,19.84,31099.14,86,52,3,1,1
CLT-01698,+33 691 255871,Checking,3.7,1542.06,25,43,1,6,0
CLT-01699,+33 650 357585,Checking,3.65,1766.2,42,53,0,36,0
CLT-01700,+33 616 857721,Private Banking,48.72,365904.78,30,58,0,4,4
CLT-01701,+33 698 223382,Checking,2.79,2657.53,47,59,0,34,1
CLT-01702,+33 638 138886,Savings Plus,6.59,35421.44,40,32,1,4,1
CLT-01703,+33 640 318333,Savings Plus,9.73,24161.11,23,27,0,3,2
CLT-01704,+33 661 521730,Savings Plus,6.64,44379.27,56,57,0,50,2
CLT-01705,+33 695 662795,Premium Account,20.92,28227.48,89,27,1,12,2
CLT-01706,+33 619 625111,Premium Account,19.48,80991.1,34,39,0,3,1
CLT-01707,+33 622 870541,Savings Plus,5.31,40060.56,56,54,0,45,0
CLT-01708,+33 643 136085,Savings Plus,7.35,19395.5,15,28,0,2,0
CLT-01709,+33 683 304531,Checking,3.33,10816.8,26,33,0,14,0
CLT-01710,+33 698 477057,Checking,0.0,7197.24,22,32,1,11,1
CLT-01711,+33 646 581477,Savings Plus,8.72,34235.41,50,21,0,5,1
CLT-01712,+33 660 416316,Private Banking,46.22,443909.2,25,16,1,11,1
CLT-01713,+33 643 317161,Premium Account,16.5,68189.28,88,27,0,13,0
CLT-01714,+33 623 541440,Savings Plus,6.91,17490.43,59,21,1,6,1
CLT-01715,+33 637 547442,Savings Plus,9.64,39193.84,51,40,1,29,2
CLT-01716,+33 668 533278,Savings Plus,7.26,49400.75,54,44,1,14,0
CLT-01717,+33 621 736190,Checking,3.82,82912.54,80,14,3,16,1
CLT-01718,+33 625 303561,Private Banking,49.33,251549.55,37,50,1,38,2
CLT-01719,+33 627 587746,Checking,3.1,4581.88,40,31,0,6,1
CLT-01720,+33 652 906929,Premium Account,17.78,108574.6,46,13,0,18,2
CLT-01721,+33 615 941523,Premium Account,18.65,55953.36,42,16,2,37,4
CLT-01722,+33 673 829834,Premium Account,18.55,67881.51,73,50,0,17,1
CLT-01723,+33 660 496066,Private Banking,45.63,493552.4,50,7,1,28,1
CLT-01724,+33 652 327901,Checking,4.9,10957.17,41,51,1,9,3
CLT-01725,+33 625 638095,Savings Plus,6.84,17715.42,26,20,0,3,2
CLT-01726,+33 617 535822,Premium Account,19.77,81186.89,63,41,1,15,3
CLT-01727,+33 685 748569,Checking,0.0,7916.25,17,7,0,19,0
CLT-01728,+33 667 893412,Premium Account,18.87,49240.82,35,26,0,63,2
CLT-01729,+33 619 966724,Checking,0.15,13947.35,29,17,1,35,0
CLT-01730,+33 672 290370,Savings Plus,3.6,48624.25,61,34,2,1,2
CLT-01731,+33 632 181303,Savings Plus,7.75,27897.64,68,33,0,29,0
CLT-01732,+33 649 390043,Savings Plus,9.35,36680.53,23,7,3,72,0
CLT-01733,+33 617 809967,Premium Account,22.87,21337.32,77,44,0,24,3
CLT-01734,+33 663 396520,Premium Account,18.61,42431.98,58,14,0,8,1
CLT-01735,+33 685 268677,Checking,0.0,2131.44,35,20,3,1,8
CLT-01736,+33 634 840694,Savings Plus,5.51,10337.93,51,39,2,62,3
CLT-01737,+33 688 622876,Premium Account,16.05,88867.4,68,19,1,21,0
CLT-01738,+33 681 603255,Checking,0.0,41073.62,61,27,0,40,0
CLT-01739,+33 697 190853,Savings Plus,7.69,21295.26,42,24,1,26,1
CLT-01740,+33 672 541686,Premium Account,21.69,49473.67,76,9,1,33,0
CLT-01741,+33 679 715512,Savings Plus,4.71,8940.76,69,41,1,9,3
CLT-01742,+33 674 200784,Savings Plus,9.38,28774.85,67,25,3,15,2
CLT-01743,+33 655 566731,Savings Plus,7.27,22017.1,29,39,0,12,3
CLT-01744,+33 670 816314,Private Banking,44.11,304004.03,63,37,0,56,1
CLT-01745,+33 623 506070,Checking,0.65,11889.84,47,10,0,36,0
CLT-01746,+33 643 247817,Savings Plus,6.79,25949.24,50,32,3,2,0
CLT-01747,+33 650 382472,Checking,0.61,4493.81,35,41,0,17,0
CLT-01748,+33 666 834318,Premium Account,22.13,111507.03,37,10,1,7,3
CLT-01749,+33 657 885827,Savings Plus,8.92,36536.94,68,44,2,38,7
CLT-01750,+33 671 682001,Savings Plus,9.65,31215.36,20,35,1,68,0
CLT-01751,+33 627 946709,Premium Account,19.68,69930.71,41,51,1,65,0
CLT-01752,+33 677 717053,Checking,0.0,94773.52,149,28,1,13,4
CLT-01753,+33 623 182230,Premium Account,20.28,71669.42,27,5,3,10,1
CLT-01754,+33 646 680118,Savings Plus,4.7,6257.05,55,35,0,4,5
CLT-01755,+33 648 958735,Savings Plus,6.44,24623.5,38,29,1,5,1
CLT-01756,+33 628 425362,Checking,2.61,9560.27,11,56,0,43,3
CLT-01757,+33 693 546946,Private Banking,49.33,450051.62,29,21,1,18,0
CLT-01758,+33 649 347283,Savings Plus,7.56,5618.16,56,42,1,24,1
CLT-01759,+33 621 491627,Savings Plus,9.11,23092.45,33,27,0,6,5
CLT-01760,+33 643 466193,Premium Account,17.12,45474.25,31,47,1,5,1
CLT-01761,+33 658 799041,Premium Account,16.17,44501.26,74,49,2,7,0
CLT-01762,+33 647 152724,Checking,2.01,7391.31,25,40,1,18,1
CLT-01763,+33 694 943142,Private Banking,43.42,122784.17,60,38,0,2,0
CLT-01764,+33 611 906130,Savings Plus,7.81,28983.39,29,9,0,3,0
CLT-01765,+33 679 763914,Savings Plus,8.56,8385.55,57,56,3,13,0
CLT-01766,+33 629 495057,Checking,0.0,12978.21,20,54,3,14,3
CLT-01767,+33 650 150253,Savings Plus,6.02,39578.02,56,12,0,1,0
CLT-01768,+33 697 994887,Checking,3.06,12359.78,39,57,1,3,0
CLT-01769,+33 633 617229,Premium Account,20.29,54014.42,59,48,1,25,2
CLT-01770,+33 663 945759,Checking,4.84,9055.05,18,51,1,16,0
CLT-01771,+33 691 477483,Checking,3.94,12486.15,49,12,1,12,1
CLT-01772,+33 649 897182,Premium Account,18.19,111551.75,69,37,0,12,1
CLT-01773,+33 675 463087,Checking,4.25,11531.55,48,58,0,6,0
CLT-01774,+33 631 238602,Premium Account,17.43,114978.29,78,8,0,23,0
CLT-01775,+33 661 729541,Savings Plus,5.23,37532.96,37,42,1,9,0
CLT-01776,+33 617 213389,Private Banking,47.16,180441.73,53,15,0,75,0
CLT-01777,+33 695 884513,Premium Account,16.41,83841.21,44,58,0,4,3
CLT-01778,+33 636 658781,Checking,0.51,7531.8,36,6,0,78,0
CLT-01779,+33 614 988380,Checking,3.87,4350.21,33,7,2,62,1
CLT-01780,+33 679 761261,Savings Plus,4.02,48380.25,23,29,3,3,0
CLT-01781,+33 680 953744,Premium Account,18.7,29479.82,81,33,0,8,4
CLT-01782,+33 669 463001,Checking,4.48,3408.2,43,29,2,7,5
CLT-01783,+33 697 706758,Savings Plus,5.28,18159.28,31,14,0,101,0
CLT-01784,+33 673 842950,Checking,3.53,8442.92,12,16,0,9,1
CLT-01785,+33 681 860964,Private Banking,45.01,250044.29,49,42,1,4,5
CLT-01786,+33 635 569289,Premium Account,18.19,106898.9,73,52,1,7,2
CLT-01787,+33 696 624858,Premium Account,22.12,27071.85,57,29,0,27,1
CLT-01788,+33 661 477538,Premium Account,21.77,98541.67,43,7,1,24,0
CLT-01789,+33 695 803331,Checking,4.64,14815.77,21,43,0,5,0
CLT-01790,+33 610 928830,Private Banking,44.87,477876.59,26,41,0,26,0
CLT-01791,+33 626 859618,Premium Account,20.87,72977.77,29,50,3,18,1
CLT-01792,+33 651 996199,Checking,0.57,1676.08,35,32,0,53,3
CLT-01793,+33 658 789686,Savings Plus,3.4,33564.5,38,43,2,9,0
CLT-01794,+33 629 332363,Premium Account,18.47,89093.5,71,25,2,25,5
CLT-01795,+33 641 856172,Premium Account,21.87,92655.16,45,35,0,10,2
CLT-01796,+33 698 338020,Private Banking,46.6,2227.58,11,21,1,10,0
CLT-01797,+33 623 370159,Private Banking,44.07,127642.68,59,52,0,97,0
CLT-01798,+33 696 952215,Premium Account,19.55,97571.04,76,16,0,27,9
CLT-01799,+33 654 492868,Checking,0.0,11715.43,22,44,0,9,1
CLT-01800,+33 632 860289,Savings Plus,9.18,40745.64,25,45,2,1,2
CLT-01801,+33 656 479036,Savings Plus,7.24,5447.21,27,41,0,24,0
CLT-01802,+33 625 881098,Checking,2.44,5689.68,42,59,2,8,3
CLT-01803,+33 628 553645,Savings Plus,7.35,20413.05,52,11,0,23,4
CLT-01804,+33 628 109369,Savings Plus,8.2,17704.2,57,30,1,16,0
CLT-01805,+33 648 249013,Savings Plus,3.2,21728.73,33,56,0,25,0
CLT-01806,+33 621 576088,Private Banking,45.51,324543.49,60,39,1,65,0
CLT-01807,+33 627 216597,Private Banking,43.18,259447.89,36,26,0,18,0
CLT-01808,+33 667 934870,Premium Account,22.05,51715.49,87,43,2,3,5
CLT-01809,+33 627 789256,Savings Plus,5.69,37424.65,26,6,3,43,1
CLT-01810,+33 682 153636,Checking,1.55,8431.69,43,11,0,18,1
CLT-01811,+33 643 527509,Premium Account,20.41,102934.42,84,13,1,48,2
CLT-01812,+33 652 509536,Checking,2.59,517.26,21,13,3,13,0
CLT-01813,+33 610 813113,Savings Plus,7.09,32616.37,69,39,1,39,0
CLT-01814,+33 659 912370,Checking,0.0,2178.58,40,6,3,5,3
CLT-01815,+33 663 842378,Savings Plus,8.11,27348.89,38,48,3,36,0
CLT-01816,+33 612 142292,Private Banking,44.05,472114.31,68,45,0,69,6
CLT-01817,+33 671 616391,Savings Plus,7.05,30423.46,16,5,3,63,4
CLT-01818,+33 612 359290,Checking,0.0,11571.41,29,38,0,21,1
CLT-01819,+33 631 580971,Premium Account,17.71,115593.64,25,29,1,6,6
CLT-01820,+33 676 121240,Checking,0.21,8655.73,35,53,0,32,0
CLT-01821,+33 692 697654,Savings Plus,4.25,13211.85,24,20,0,18,2
CLT-01822,+33 668 659324,Savings Plus,4.68,44415.09,18,43,2,64,5
CLT-01823,+33 681 788633,Checking,0.0,5555.22,23,8,3,26,11
CLT-01824,+33 642 325095,Premium Account,21.66,86081.39,31,57,0,15,4
CLT-01825,+33 630 545097,Checking,4.74,11828.74,18,39,0,52,1
CLT-01826,+33 659 461759,Premium Account,20.25,81900.3,61,8,2,39,4
CLT-01827,+33 624 468250,Checking,3.25,4154.89,32,44,2,103,0
CLT-01828,+33 615 318921,Savings Plus,3.75,46457.18,58,30,1,7,3
CLT-01829,+33 695 761623,Checking,3.5,9906.25,19,49,0,12,1
CLT-01830,+33 637 437008,Checking,0.0,4377.56,32,50,3,35,1
CLT-01831,+33 651 338947,Savings Plus,9.14,23149.61,66,25,0,21,8
CLT-01832,+33 670 270148,Checking,3.0,2620.66,40,34,0,134,0
CLT-01833,+33 678 273025,Checking,0.0,9562.17,15,34,2,7,0
CLT-01834,+33 676 893440,Checking,0.0,6302.89,14,53,1,48,0
CLT-01835,+33 610 802284,Premium Account,18.6,81661.52,64,32,0,12,0
CLT-01836,+33 611 576694,Savings Plus,7.12,31474.14,58,51,2,51,2
CLT-01837,+33 610 695515,Checking,0.0,6355.3,23,52,3,3,1
CLT-01838,+33 676 919607,Checking,1.9,7519.21,14,23,2,65,0
CLT-01839,+33 614 903484,Savings Plus,3.79,15668.94,24,32,0,20,1
CLT-01840,+33 643 644728,Premium Account,17.76,23522.42,59,24,0,6,0
CLT-01841,+33 669 675505,Checking,2.97,10324.57,48,54,0,54,3
CLT-01842,+33 626 698625,Savings Plus,10.0,13057.01,64,15,1,43,2
CLT-01843,+33 622 695890,Premium Account,17.14,70340.38,82,33,0,18,2
CLT-01844,+33 622 281709,Premium Account,21.93,92084.38,30,45,2,9,0
CLT-01845,+33 662 380286,Checking,3.17,3407.67,15,17,0,4,0
CLT-01846,+33 695 339207,Savings Plus,5.76,31483.49,41,44,1,35,1
CLT-01847,+33 638 274546,Savings Plus,5.99,46785.02,38,38,3,19,0
CLT-01848,+33 621 980561,Checking,0.0,4552.26,10,35,2,43,1
CLT-01849,+33 653 407665,Premium Account,22.76,67709.65,75,5,0,98,3
CLT-01850,+33 688 527726,Savings Plus,9.67,42880.49,54,58,2,4,2
CLT-01851,+33 655 263871,Savings Plus,7.91,15048.82,34,43,0,2,0
CLT-01852,+33 650 461276,Premium Account,19.21,116168.34,89,9,0,8,3
CLT-01853,+33 679 376268,Private Banking,46.79,373202.35,47,44,0,5,1
CLT-01854,+33 638 462409,Savings Plus,6.79,46480.6,55,30,3,97,0
CLT-01855,+33 640 136167,Savings Plus,4.7,21395.38,63,39,0,34,0
CLT-01856,+33 672 595281,Checking,0.0,6201.57,33,54,1,13,0
CLT-01857,+33 647 513423,Premium Account,16.47,77980.28,44,16,0,59,0
CLT-01858,+33 653 850314,Private Banking,44.28,188425.99,43,11,2,2,0
CLT-01859,+33 687 933638,Checking,0.56,7928.67,47,46,0,25,14
CLT-01860,+33 698 846819,Savings Plus,4.22,12697.96,69,16,1,31,5
CLT-01861,+33 679 326707,Savings Plus,7.35,42520.6,46,29,0,21,2
CLT-01862,+33 629 309274,Checking,4.27,12806.61,31,29,0,47,2
CLT-01863,+33 654 608898,Checking,3.81,2512.2,35,30,0,17,1
CLT-01864,+33 671 427608,Checking,3.25,11889.48,31,55,1,11,1
CLT-01865,+33 616 223702,Savings Plus,8.24,15307.53,27,45,0,20,0
CLT-01866,+33 680 922002,Premium Account,19.78,101664.63,25,37,1,10,1
CLT-01867,+33 635 262831,Premium Account,20.23,110571.66,47,10,0,15,6
CLT-01868,+33 637 102511,Checking,1.76,6779.55,22,25,0,43,0
CLT-01869,+33 652 195699,Premium Account,22.74,34090.55,51,14,0,94,5
CLT-01870,+33 643 971533,Checking,1.49,6731.27,29,15,1,1,1
CLT-01871,+33 678 758487,Premium Account,21.13,112596.24,73,59,0,2,2
CLT-01872,+33 616 935194,Savings Plus,4.68,31713.69,34,56,1,102,2
CLT-01873,+33 654 407844,Savings Plus,5.89,33481.27,56,9,0,76,0
CLT-01874,+33 692 575540,Savings Plus,8.37,34112.91,36,12,0,19,0
CLT-01875,+33 610 590892,Premium Account,22.16,73592.51,40,46,3,2,2
CLT-01876,+33 646 647973,Private Banking,48.41,368188.67,76,32,0,42,1
CLT-01877,+33 692 517893,Savings Plus,5.17,46207.13,45,49,0,33,1
CLT-01878,+33 642 887324,Premium Account,22.84,108716.61,64,10,1,22,2
CLT-01879,+33 697 706827,Premium Account,17.94,52667.24,26,52,1,1,0
CLT-01880,+33 684 635373,Premium Account,20.47,34170.29,30,52,0,2,4
CLT-01881,+33 638 313855,Private Banking,49.38,446139.85,65,10,0,4,1
CLT-01882,+33 652 926760,Premium Account,20.19,25957.09,29,26,0,38,4
CLT-01883,+33 667 620761,Premium Account,22.51,87754.31,80,14,1,8,2
CLT-01884,+33 684 100498,Checking,0.98,3825.23,46,34,1,19,0
CLT-01885,+33 665 515990,Checking,4.29,8697.64,20,10,0,5,3
CLT-01886,+33 657 206680,Savings Plus,3.14,16826.94,69,15,0,34,4
CLT-01887,+33 617 279042,Premium Account,18.78,20740.94,81,44,2,14,1
CLT-01888,+33 613 448869,Private Banking,45.52,386011.14,77,29,0,45,2
CLT-01889,+33 682 644529,Checking,4.72,13439.14,34,57,1,3,1
CLT-01890,+33 652 409664,Premium Account,20.41,57115.77,74,26,0,7,1
CLT-01891,+33 646 581634,Savings Plus,7.55,23857.17,36,25,0,10,0
CLT-01892,+33 641 948575,Checking,3.07,9144.64,43,42,3,3,0
CLT-01893,+33 641 822902,Checking,2.84,5853.76,38,32,0,7,0
CLT-01894,+33 651 605868,Savings Plus,6.76,16676.05,68,5,0,3,3
CLT-01895,+33 626 475080,Checking,0.23,14857.28,29,32,1,31,1
CLT-01896,+33 695 228163,Premium Account,21.03,104922.29,81,7,1,6,2
CLT-01897,+33 640 213197,Premium Account,21.5,117192.45,51,59,2,33,3
CLT-01898,+33 626 762184,Checking,3.55,10883.0,42,46,1,8,1
CLT-01899,+33 692 303094,Checking,3.93,61264.69,135,21,0,53,4
CLT-01900,+33 630 847569,Savings Plus,6.77,21300.53,45,56,3,8,0
CLT-01901,+33 618 933297,Checking,3.87,1090.46,12,50,0,14,0
CLT-01902,+33 653 155426,Checking,4.44,54870.2,135,6,0,80,0
CLT-01903,+33 624 505362,Checking,0.0,13186.76,36,17,0,105,10
CLT-01904,+33 681 424522,Checking,0.0,7210.98,41,5,0,5,3
CLT-01905,+33 673 680835,Premium Account,20.56,84028.96,70,24,1,1,1
CLT-01906,+33 613 733787,Checking,3.49,7229.15,17,35,1,3,1
CLT-01907,+33 692 600508,Checking,0.13,3477.68,44,34,1,26,4
CLT-01908,+33 663 744880,Premium Account,19.14,80592.05,54,25,2,5,5
CLT-01909,+33 648 475522,Checking,0.0,2584.19,25,22,0,57,0
CLT-01910,+33 681 799603,Checking,0.66,53202.2,144,30,0,31,0
CLT-01911,+33 650 532820,Premium Account,18.38,55112.72,83,56,3,5,0
CLT-01912,+33 667 550454,Premium Account,17.44,93195.16,33,46,2,78,0
CLT-01913,+33 675 229619,Savings Plus,7.19,17465.78,32,7,0,8,0
CLT-01914,+33 640 835652,Private Banking,47.2,102632.55,73,28,0,11,1
CLT-01915,+33 641 131898,Savings Plus,8.47,19969.04,19,58,0,9,0
CLT-01916,+33 612 770275,Checking,0.57,12221.31,29,15,1,24,1
CLT-01917,+33 663 515393,Premium Account,18.84,31741.66,46,36,2,47,0
CLT-01918,+33 642 642465,Checking,0.0,46831.24,70,38,2,54,0
CLT-01919,+33 613 235471,Savings Plus,5.43,28490.24,16,17,1,68,1
CLT-01920,+33 652 911738,Checking,4.5,10304.75,28,12,0,8,0
CLT-01921,+33 617 578320,Savings Plus,8.63,47799.52,31,10,2,49,0
CLT-01922,+33 643 913078,Private Banking,46.2,434588.53,48,29,3,25,0
CLT-01923,+33 676 880418,Checking,1.18,10972.89,24,39,0,33,4
CLT-01924,+33 640 717858,Private Banking,44.86,1141.03,10,48,0,23,0
CLT-01925,+33 619 649479,Premium Account,22.56,86743.92,31,33,3,18,0
CLT-01926,+33 635 276250,Savings Plus,7.28,31513.6,62,55,0,7,4
CLT-01927,+33 629 966002,Checking,1.43,12494.31,12,28,0,20,0
CLT-01928,+33 695 773302,Private Banking,49.51,437222.52,74,21,1,29,0
CLT-01929,+33 683 868444,Savings Plus,6.39,25979.18,57,9,0,31,3
CLT-01930,+33 648 315240,Savings Plus,7.43,43237.69,43,56,0,4,1
CLT-01931,+33 660 107386,Savings Plus,8.57,25252.83,52,53,0,23,3
CLT-01932,+33 663 395561,Checking,4.41,13483.47,10,43,0,12,4
CLT-01933,+33 618 803881,Savings Plus,3.82,40710.99,54,41,1,99,0
CLT-01934,+33 658 306601,Savings Plus,9.91,30805.56,42,26,2,30,11
CLT-01935,+33 677 292375,Checking,0.0,1800.84,46,27,1,4,2
CLT-01936,+33 658 881517,Savings Plus,3.59,48469.53,65,23,2,22,4
CLT-01937,+33 616 982091,Premium Account,21.2,91917.65,71,50,1,77,0
CLT-01938,+33 655 245515,Premium Account,18.35,90503.47,68,43,0,42,2
CLT-01939,+33 685 941424,Checking,3.13,11442.1,26,5,0,27,0
CLT-01940,+33 636 649983,Savings Plus,8.34,41498.19,41,27,2,3,0
CLT-01941,+33 670 451992,Savings Plus,4.57,45961.75,33,17,2,25,0
CLT-01942,+33 693 487082,Checking,0.17,30352.3,89,17,1,2,0
CLT-01943,+33 615 314249,Checking,0.0,5794.21,46,41,0,25,0
CLT-01944,+33 635 717418,Premium Account,20.09,117729.84,85,27,1,17,1
CLT-01945,+33 689 569139,Checking,0.0,8118.79,42,5,2,12,1
CLT-01946,+33 688 304982,Checking,3.64,3742.08,17,45,0,3,4
CLT-01947,+33 673 798940,Premium Account,16.51,119338.09,36,21,1,39,0
CLT-01948,+33 667 804340,Checking,2.67,2559.63,17,50,0,14,2
CLT-01949,+33 630 739416,Premium Account,20.04,55689.43,59,34,0,13,1
CLT-01950,+33 688 949920,Savings Plus,6.86,44172.51,47,41,0,37,3
CLT-01951,+33 634 999917,Checking,2.48,2774.11,42,41,3,1,3
CLT-01952,+33 621 142835,Private Banking,46.52,133158.56,63,20,1,37,0
CLT-01953,+33 639 854767,Savings Plus,5.57,17528.77,51,35,0,16,5
CLT-01954,+33 646 901445,Checking,0.0,60015.43,109,48,1,19,0
CLT-01955,+33 653 256047,Savings Plus,4.1,45123.43,42,13,0,72,2
CLT-01956,+33 698 302339,Premium Account,20.93,29563.46,70,31,0,46,0
CLT-01957,+33 668 320293,Premium Account,17.55,112360.98,25,22,1,3,1
CLT-01958,+33 627 468103,Checking,4.38,14239.85,27,24,0,13,3
CLT-01959,+33 619 385535,Premium Account,20.5,22193.01,31,21,1,27,0
CLT-01960,+33 611 574346,Savings Plus,5.99,38249.8,31,16,0,21,5
CLT-01961,+33 688 298511,Savings Plus,7.15,15671.42,44,12,0,11,0
CLT-01962,+33 685 366679,Checking,0.0,14357.81,17,13,0,1,1
CLT-01963,+33 671 394886,Premium Account,22.96,112094.22,65,59,0,8,1
CLT-01964,+33 694 419700,Private Banking,44.04,183934.55,23,28,0,54,0
CLT-01965,+33 658 133458,Premium Account,22.32,95647.81,74,36,0,21,1
CLT-01966,+33 614 856370,Checking,2.43,12098.27,20,33,3,6,3
CLT-01967,+33 627 606698,Savings Plus,8.54,24499.98,63,33,2,8,1
CLT-01968,+33 691 477278,Checking,2.8,1268.2,31,27,0,17,2
CLT-01969,+33 620 947380,Premium Account,18.07,115358.01,31,40,1,53,3
CLT-01970,+33 633 740635,Savings Plus,8.63,48225.68,28,12,0,24,4
